texts,data_labels
[تونسي الخارج حقو يرجع لبلادو ويجيب المرض معاه ويمرض غيرو باهي برشة],1
[اي تونسي الخارج حقوو يرجع لبلادو],1
[نص خطبة الوداع],1
[(لرسول الله صلي الله وسلم)],1
[الناس دماء وأموالكم حرام عليكم تلقوا ربكم، كحرمة يومكم هذا، شهركم هذا، بلدكم هذا بلغت؟ اللهم اشهد],1
[الناس المؤمنون إخوة، يحل لامرئ مال أخيه],1
[طيب نفس منه بلغت؟ اللهم اشهد],1
[ترجعن بعدي كفارا يضرب بعضكم رقاب بعض، فإني تركت فيكم أخذتم تضلوا بعده، كتاب الله وسنتي؟ بلغت؟ اللهم اشهد],1
[الناس ر واحد، أباكم واحد، كلكم لآدم، وآدم تراب، أكرمكم الله أتقاكم، وليس لعربي أعجمي فضل بالتقوى],1
[بلغت؟ اللهم اشهد فليبلغ الشاهد الغائب، والسلام عليكم ورحمة الله وبركاته],1
[Ta7che taw hh],1
[Rima Gabsi 🤔🤔],1
[اش مجيبك باش تقتل امك بغل],1
[Rabbi yechfih wyoltof bina il kol],1
[Ghassen Grami],1
[Get staffed by a french guy ],1
[Hanen Majdoub f houma hh],1
[صدمة كبيرة ],1
[رب يشفيه],1
[Rabby yechfiih 🌹],1
[ربي تشفيه],1
[Héla Ghezaiel],1
[خرطي خرطي],1
[Chayma Helali],1
[Rabi yechfih],1
[Rahma Chargui Issam Belfaddaoui Lolitta Aloui],1
[Amani Amaini Chouchaine],1
[Hadoma ili jabolna lkourona],1
[Rami Rais 😱😱😭],1
[Adem Houatmia blhy chmjaybou 😪],1
[Rabi ychfih inchallah],1
[الحل الوحيد لزوم البيت لمدة 15يوم],1
[قولونا لحقيقة علاش],1
[حبيتو اتلقحو الحصبة],1
[لشباب 25 سنة 35 سنة],1
[فمة حكاية 🤔🤔],1
[12 heur yesir lezim tawa brabi kol it9i9a b7sebha ena mawjouda tawa fi italia ou in9olkom rakom ghaltin sakrou kol chai taww ena 3ichit il mara7il hedi wa7da wa7da kif ili 9a3din ta3mlou fih akbar ghalta brabi sakrrou tawa],1
[ربي يستر هاني بريشيا لمبلانو يوم ونعمل سايق شاحنة والخدمة بالنسبة لخدمتنا توقفتش والستار الله],1
[اولادي اعملو الحضر الكامل وخليو كان المرافق الضرورية الضو والماء والقااز والصحة اكهو],1
[سامحني واش بيك ماحكيتش علا لعروسات الي يعملو الڨايلة توزر والمحافل و دزني ندزك كارفور والمغازة العامة تغطو عين الشمس بلغربال توزر موشم معدلين اصل مش حاسين بلخطر الي موجود اصل عايشين عادي جدا عاملين بلعاني اصل ماك مراسل توزر اعطي الحقيقة الموجودة علاش تغطي الحقائق بفف],1
[ربي يرحمو وينعمو ويجعل مثواه الجنة رب],1
[Brabi tkalmo 3ala eli fel 7boset fama 3bed eli 9atlin arwe7 weli teb3in el erheb homa eli yo93do ama lo5rin eli 3ala 7ajet matchakalech 5tar 3ala lebled n3awnohom brabi w ne9fo m3ahom brabi waslolhom sothom fi 3odhna],1
[يلزم حضر صحي الناس الكل يلزم الناس الكل تقعد ديارها يلزم تكون فما صرامة المسألة],1
[كارثا عالمية فما سببها ؟؟هوا رجوعكم الله فتوبو الى الله لتخفيف ذنوبكم ☝😔],1
[ربي يستر الناس الكل ],1
[يشجعو كرونا باش تخدم روحها],1
[يجب ابقاء الموظفين منازلهم],1
[France 24  La Tunisie dépasse les pays européens par les dispositions prises par le ministère de la Santé],1
[نقول نجبدو اك المقفول الكبير نبخروا بيه لبلاد ، العين راي حق 👀],1
[حضر الجولان يلزمو يكون بالعكس ستة صباح ستة لعشية],1
[ربي يقدر الخير و الله],1
[Sakrou lbled lkol taw kol chay youfa mais intouma akher haja thmkom labed],1
[هب هب هب],1
[شي يتعوض الا اامكسب الوحيد لتونس الموارد البشرية],1
[Kelmk se7i7 3alh fiha 7aja],1
[Sakrou kol chy khiyar men inzid na5srou a3bed akther],1
[حرم عليكم تونش مشي في تهلك],1
[Idinya 5lit w howa yitkalim bissouri ],1
[لايوجد رجال دولة ],1
[Ti sakrou lebled ou tawa toufa lahkeya 8riba wallah],1
[Penser au peuple d’abord et préparer les provisions],1
[ياولادي نحيو السياسة الضرف راهو باش الدخلو البلاد هويا],1
[كلها تكذب وتفلم كلام مفروغ منو],1
[يموتو شطر وبعد يتصرفو],1
[Walah chai ya9har kif i7ilou ofemhom ou i9oulou wa9it ili nodo5lou fil mara7la itelta brabi heda ma39oul? Nafis liklem ili 9alouh il masoulin fi italia ou masakrouch kol chai darba wa7da tawa klew sweba3hom ken la3dad kif tounis bidabit fi nharin wislou il sita lef ou taw fou9 itletin alif Ye dawla ech bech tistanfa3 fi hanharin? Rakom bech ta5srou 3ale toul it7arkou fisa3 ou ifihmou rahou hal virus inticharou 9wi barcha],1
[Nchalh rbi youstrna],1
[أحكي بالعربي عيشك],1
[Rabbi yoster kol el moselmine],1
[ألمانيا تكتشف لقاح كورونا وترامب يريد سرقته للقضاء إيران و الصين ],1
[http//exeio/z3bBFTeT],1
[Wino il pitrole ],1
[Tu un monteur],1
[الله العرب وقتاش تفيقو],1
[C vraie maitab9ouch],1
[Fi doual el 3alem bdet hak kol marra yomreth wehed fi blassa el youm el 3alem el kol fih el marth w kol dawla sakret hdoudha w 3amlet hathr el kemel el mouwatnin ched eddar Ya tounes ya cha3b rahi mahich tfadlika Ken ma yehbesch kol chay w ennes tched diyarha Allah yarhemna],1
[#إيطاليا  تخفيض الأسعار عز أزمة الوباء🇮🇹🇮🇹],1
[عرفتو شكون هوما الكفار ماعرفتوش🤔🤔],1
[سي شكري راهو باش احاسبك الشعب كلامك الاواعي مسكين المواطن التونسي😡😡],1
[ياجماعة راهو ارئيس معمل شيء قلك 6متاع لعشية حذر التجوال هوغالط حذر التجوال يتراجع ورجع 10صباحا السادسة صباحا واحد يخذ اللازم وروح قبل 10صباحا وقتها نخاف رواحنا ونحصروها كورونا اما الان شيء امسيب لقهاوي بالكراسي وكلها بعضهم والكيران والنقل بسيفة عامة مكتظة بتبيعة كورونا انتضارهم الله يقدر الخير بربي وصلو صوتي لرئيس],1
[ياولادى حبسوا بلاد كاملة باش تحاصروا المرض],1
[Haifa Ghannem Sahar Remadi Tarak Karoui],1
[ضحو ب3 جمعات سكروا البلاد الدول إلي تغلبت الوباء ونجحت سكروا 3جمعات وعقموا ونظفوا باش تتغلبوا علىالوضع لازم تسكير البلاد والعباد تشدديارها غصبا وقتها تقصوا الوباء],1
[يجب مولا كريم حماية جميع إخواننا وأخواتنا المسلمين وجميع البشرية فيروس الاكليل والأمراض الأخرى والتخلص المرض الباكستانيون أيضا فضلك تذكر صلاتك],1
[شد دارك لخر وحاسبوني منهنا الى اخر الشهر كارثة شتصير تونس راهي tro tard توه],1
[الغريب الياس الفخفاخ يريد دعم اصحاب الفنادق الا ينتظرون اصحاب الفنادق ],1
[الشعب الفقير يساعد الدولة لتعوض رجال اعمال],1
[ربي معانا و يحمينا],1
[https//youtube/QVi1KeB9WUQ],1
[ربي يستر انشالله],1
[لازم حضر التجول 24/24],1
[Allah letberkelkom echnouwa mizelna stade 2 tu ahna 9adech fi hel lebled  Ti ech hel bled elli 3aichine feha ti yokhrej wou a3mel couvre-feu 24/24],1
[قلة وعي انت بيدك تحمد ربي تلبس الماسك و تنحيه لواه تعمل مالا اصلو],1
[كونوا قدوة استعمال masque et bavette],1
[W soussa w mistir mahou 1 1],1
[هاو المعامل مباوش اسكرو],1
[استهتار بالصحة العامة، يلزم حضر التجول 24 ساعة],1
[بجاه ربي شدوا دياركم],1
[Brabbi ki te5thou i7tiyatatkom 5outhouha bil s7i7 les gants zeydin yahdik rabbi et la façon kifech na7it il masque ghalta fi ghalta taw fi hethi illa7dha les gants et le micro kolhom viruset 😢],1
[يستناوا شكون يموت باش ياخذوا قرار جديد],1
[حسيبهم ربي ],1
[حالة واحده يعني ان ١٠٠ حاله],1
[الجزائر 82 حالة 😞],1
[دعائكم ],1
[كارثة صحية وبشرية زيدو قولو اقتصاد!! باش نخسرو شيء النهاية زيدو ضيعو الوقت],1
[والله لعباد مازالت شايخة والسوق دزنني وندزك والكورونا باهتة العجب],1
[اذا الحكومة حستش بينا لازم نحس برواحنا ونشد ديارنا 24/24ونصبر شويا ونطلب ربي يرحمنا برحمته],1
[ربي تحمينا وتحفظنا وإتبعد عنا البلاء],1
[YYezi blaa keedeb nharet lerba3 d5al batou men tjonovva rakom bech tehlkouna],1
[ربي يسترنا ربي الطف بينا رانا زواولة],1
[اللهم عبيدك بنو عبيدك بنو عبادك ماض فينا حكمك عدل فينا قضائك اللهم إرحمنا برحمتك لواسعك],1
[ربي يسترنا ويبعد علينا بلاء],1
[les Tunisiens sont têtes dûr ils ont pas écouter 👂 raby Maæhom ils Ses crois c’est un jeu il faut faire attention à vous tous et raby yousstêr Touness Aminee],1
[الخطر يهدد ليبيا الله يحفظنا رب العالمين],1
[ربي الطف واسترنا وارحمنا ارحم الراحمين],1
[لازم حضر تجوال يوم كامل],1
[لازم حضر تجول يوم كامل],1
[Bjeh rabi a3mlo ay mawthou3 yo5rjelna we7ed responsable i9oul lazem denya lkoul tsaker 5alina nchedo dyarna ou ma na5srouch 5demna 3lech hal kawerth hathi el koul koul youma ena 5ouya nched darna nasba7 battal aya cha3malna ou ja mli7 lehna],1
[c grave se quil se passe dans le monde c très grave rèsté chez vous protégé vos enfants parent protégé vous car la virus covid19 et une purge mondiale et ne le prené pas a la légère ne soyé pas arogant comme les français ici en France aujourduit les hopiteaux son débordé ils nont plus assez de machine rèspiratoire et de lit en réanimation donc ordre du ministre de la santé dans les hopiteaux français ils doive faire un trie sélèctif soigné en priorité les personne jeune et laissé ceux qui son le plus atteind et les personne agé mourir dans un lit alors nignoré pas le covid19 c très dangereux jai moi même ma sœur et une de mes nièce infècté par covid19 quallah vous préserve],1
[سكرو البلاد],1
[W mazlouu bch yzidou a3mlou 7adhrt tajwel 24/24],1
[حضر تجول ليل ونهار],1
[ربي يبعد علينا الوياء],1
[الله قادر شيء السميع العليم الله الله الله],1
[واشبيك نسيت ولاية منستير],1
[ربي قدر الخير ربي انت شي قدير],1
[ربي بقي علين ستر],1
[يعني كان يزيدو يحللوا يلقو اصابات],1
[حالة وحيدة لباس قصدك؟؟],1
[ربي يحمي تونس ويلطف بينا],1
[وزير الصحة انت الوحيد عنا فيك الثقة وكلم الحكومة واعمل حضر التجول 24 على24],1
[A9wa la9ta kifeh modhi3 bde labess masque 🎭🎭 BA3ED 9at3ou 😂😂],1
[العروسات و التجمعات و الأسواق لازم تتسكر],1
[حضرة تجول 24/24 مدة 15 يوم عالاقل],1
[لازم حضر تجوال نهار كامل حالات الضرورة],1
[الله المستعان  اللهم انا نسألك العفو والعافية],1
[ربي يسترنا ويستر بلادنا],1
[بربي خافو علي زواجكم وعلي صغاركم وعلي عائلاتهم شدو دياركم],1
[nsawir akhter 5ater 190 moch 9a3din yhizo 3a la3bed yaa rab fareg7a],1
[اللهم أعوذ الجذام وسوء الأسقام يارب العالمين],1
[لطف ياربي قدار الخير],1
[بعدماخلات سكر الحدود],1
[ربي اقدر الخير يلطف بامة النبي البشير محمد صلى وسلم أمين],1
[الحجر يكون 24/24 وإلا حكاية فارغة],1
[الله يحمينا وينجينا و يشفي مريض امين رب],1
[Wallah makomch fehmin lkhtar eli jeykom rabi y9ader lkhiir],1
[الله يحفظ المسلمين],1
[تخلى باش اصدقوا اللي راهي كارثة حقيقية],1
[معادش تمس الماسك بيديك -_-],1
[الحمدالله فاقت وزارة الصحة برا عاد شوف قداش واحد تعدي ربي يستر],1
[ودع هريرة فأن الركب مرتحلو],1
[المطلوب توفير لوازم المعيشة وخاصة السميد ارسال مبدئيا كميون لكل ولاية وخاصة الولايات الداخلية],1
[Imen Ammouna نحى دين أمها البافات مانيش مصدقة],1
[اعملو حظر تجول نهاار كاامل شي يفدد الزح],1
[بربي المواطنين بالخارج عاد يدخل حد راهم هوما الي جابولنا المرض],1
[سكرو البلاد خلي الازم الازم],1
[وين مدنين بالظبت],1
[ربي يحمي تونس وألطف بينا],1
[المرأة الي توافات تحليلها ظهر؟؟],1
[لازم الناس الكل يبقاو فى ديارهم],1
[سكرو شي والله شي يفدد رانا ماشين للهاوية],1
[لطيف ف نهار زادو عشرة حالات],1
[fama li ta7alilhom mezelou matal3ouch mezelou bech yzidou fi sousa wel mistir],1
[نبل معمل محلول نيس تخدم],1
[ابداو بحظر تجول اريانه 24 ساعه],1
[العاصمة باش تولي مدينة اشباح],1
[وسائل النقل حالة كارثية!!],1
[أخبار حول تاجيل الإعلام بالمداخيل والادايات],1
[ربي يستر 🇹🇳 والامة الاسلامية والعربية],1
[صديقي اكثر 300 موش 37 تونس خفي أعظم],1
[التوبة الى الله الحل العرا والڨرا و قلت الحى مذا تريدون الله],1
[Ya3tik kassra na7ilou gants],1
[إلي متززي و يحب يشد دارو يشدها ساهلة لحكاية غيرك يخدم نهار بنهارو باش يعيش],1
[الاصابات العدوى ام محلية؟],1
[قالولنا وين يسكنو اعلمونا],1
[هه قول 39 ولايه وحدة نسمعك],1
[لاحول ولاقوة الا با الله وكأنه ينتشر شيء فشيء موزع عدة جهات اللهم ارحمنا واحسن خاتمتنا],1
[Très bien il faut respecter les consignes],1
[باش تفوت ايطاليا],1
[حضر التجول 🚦],1
[فورا],1
[معادش عندك وقت],1
[الأمور باش تخرج السيطرة 😭😭],1
[el bavette yelbessha lemridh  wel les gain cest une source de virus svp arrêter ça],1
[الناس يرجعو لربهم],1
[اتقواالله وارجعو اليه],1
[Vous faites lexemple arrêtez de mettre les gants et les masques ça tient plus de temps le virus],1
[Couvre feu24/24 à ne pas jouer avec nos vies],1
[شكون تتمنيكوا 10 hh 100],1
[Ye5i shnowa nawin nmout lkol ??],1
[يرتدع الناس الا بالحظر التام 24،/24],1
[C vrai fema wehd hnee f jerba],1
[chkoun bch yosref 3likom chbikom cha3eb ki zebyy mnayeek osktou ya zeby],1
[Kifeh chfe lmaridh li min gafsa?],1
[Arrêtez de porter les gants et les bavettes brabi !],1
[mazal bech yjikem ero3ib hethi lbedaya],1
[Ched doù dyarkom],1
[امنعوا السوق الأسبوعية و امنعوا الكيران و وسائل النقل],1
[تعال شوف المؤن اللطيش ويحرق نعمت ربي يافساد الأرض والله كورونا اشوي فيكم],1
[Yelzem le m3mel elkol etsker w couver-feu 24/24],1
[A3mlou couvre-feu yehlekom rabbi],1
[Y weldi bch yta7chlna 3bed bheym sakrou kol chay],1
[Il n’a pas besoin de gants],1
[سكروا شيء ؤلمن يخرج نتفادوا الخطر],1
[Confinement total urgent],1
[ربي يالطيف يارب 😢😢],1
[2020 عام مبروك علي العالم بمرض كورونا 😂😂],1
[بجاه ربي أعملو حذر الجولان],1
[حظر التجول 24 24 واا جب وطني الأزمة],1
[Lotfek ya rabii],1
[كاينو مكورن],1
[Rabbi ya7miina w yostorna],1
[W mezel mezel 3la gloubkom lemnayka alahoma la chameta],1
[سكرو المطارات],1
[حضر تجول طيلة 24 🕛 للحالات القصوة التزود بالمؤنة و سكر الحدود البحرية و الجوية و الي جاي برى اعملو حجر المطار هيئو مكان مغير متعمل باش تقلو حجر ذاتي دارك و اعزل الولايات الي مفيهاش إصابات الى المواد الغذائية تدخللها و كان لزم اعزل منطقة حدى اي ولاية و لازم تطبيق الحضر بكل صرامة هكا جمعة احرى تزصل 300 اصابة اقل شيء و ربي يحغظ تومس بلاء و يحفظ الجميع],1
[39 walaw 😰😰],1
[لاحول ولاقوة الا بالله],1
[chedou dyarkom],1
[Rabi yousterna],1
[Allha nikomm y kelbb],1
[A3MLOU couvre-feu 24/24],1
[كونوا صارمين اكثر راهم ثما مواطنين الخارج عندهم مدة روحوا و ماهمش ملتزمين بالحجر الصحي تو هوضا قعدتوا تراقبوا فيهم زعمة ماهو الاول شديتوهم بلاصة و اعملتولهم الاجراءات اللازمة و سكرتوا عليهم بلاصة بالسيف و بالقوة قبل يتلموا باهلهم و اقاربهم و اصحابهم مش تو تعيطوا نهار كامل شدوا دياركم شدوا دياركم اناهو باش يروح برا و يقعد الدار بربي مالا عوج شيء ينطق و اليوم تقولوا 39 حالة بالرغم تعرفوا اللي يتنقل بالعدوى و الله ربي يقدر الخير مازال تقصير كبير الاجراءات فيقوواا],1
[Labes cheidou idyarkom],1
[لازم تمنعوا العروسات و الحفلات و تسكروا الأسواق و السوق المركزية و اللي يعملولوا حجر صحي هزوهم بعضهم إقامة و كلينيك ملا حالة],1
[متأكدة إنو الصحافي لزوه بش يلبس الماسك تحسو فوق قلبو و بدا يحكي المباشر نحاه و حطهم الأمر الواقع],1
[W gafsa],1
[لطيف ربي كلو م إجراءات التافهة الي خذوها،],1
[شدو ديااركم عبااد راي تونس ماشيا هااوياا 😤😤],1
[نحي ل gants فضحتونا],1
[البافات يمس الوسط و قريب تطلع لجبينو التلفزة و الآلاف تتفرج  تونس],1
[يعني تسعة وثمانين تحليل وجدو تسعة ، نقولو عشرة بالمائة مصابين تونس ، اعمل حسابك ،يعني كان تسعة ملايين نسمة تسعة الاف اليوم الاقلاين],1
[يهديكم ربي شوفو حل ياحكومة],1
[و الدنيا تلفظ أنفسها الاخيرة أجواء حزينة جدا توحي بأن الدنيا أحوالها الطبيعية و الله عز وجل راضى يحدث فساد و معاصي أرضه أجواء توحي رب العباد غاضب جدا الإنسان و فساده  بيوت الله الآمنة أصبحت خالية],1
[ناس تتخاطف فى المواد الغذاءية الأسواق],1
[الخوف القادم و المجهول ربما آخر فرصة لعودت الإنسان ربه],1
[توبوا ربكم و أدعو تكون نهايتنا لحظة نهاية الصالحين 🙏🙏 #اللهم_أرزقنا_حسن_الخاتمة],1
[حطوا بالكم بلي الاحصائيات ماشي دقيقة حنارفلجزاير قالو 82منهم32براو و8موتى بصح يهدروا هكاك برك بلا وثائق ولاادلة ربي يلطف بينا وهذا ماكان احسن شي لواحد يحكم دارو ولعمال ربي سبحانه],1
[#الحالة_31 المثال الكوري],1
[☣️ كيفاش حالة وحدة قادرة انها تدخل بلاد حالة طوارئ!! ⛔],1
[كوريا الجنوبية 🇰🇷 قعدو مدة كبيرة عندهم 30 حالة متاع مرضى بالكورونا يتبعو فيهم والدنيا هانية ومسيطرين الوضع لين جات #الحالة_31 مرأة عمرها 35 سنة ودخلت البلاد جرتها حالة الطوارئ القصوى🤔],1
[\u20661️⃣\u2069- المرأة تعدات نهار 29 جانفي فيبالهاش 🦠],1
[\u20662️⃣\u2069- نهار 6 فيفري عملت حادث صغير وهزوها للسبيطار  باتت ليلة و روحت غدوة 🏥],1
[\u20663️⃣\u2069- نهار 8 فيفري مشات لكنيسة مدينة دايجو وقعدت ساعتين وسط مئات الأشخاص ⛪],1
[\u20664️⃣\u2069- نهار 10 فيفري طلعتلها السخانة والطبة قالولها اعمل تحليل كورونا ، بعثتهم و طفاتهم 🙄],1
[\u20665️⃣\u2069- نهار 15 فيفري فطرت صديق أوتيل ، وقعدت ساعة ونص وسط المطعم المعبي 🍱🍲🍛],1
[\u20666️⃣\u2069- نهار 16 فيفري  مشات مرة أخرى للكنيسة قعدت ساعتين وسط مئات الناس\u2066🙏🏻\u2069⛪],1
[\u20667️⃣\u2069- نهار 17 فيفري السخانة زادت طلعت برشة🥵 ، مشات للسبيطار طلع عندها كورونا 😷😱],1
[الحالة لوحدها عدات 1160 شخص !! وكانت السبب تفشي #المرض بصفة مهولة كوريا الجنوبية\u2066 وخروج الوضع السيطرة و مازالت تعاني تبعات الحالة],1
[باش تعرفوا قيمة الحجر الصحي الذاتي الي برشة توانسة موش عاجبهم و متقلقين كيفاه 14 يوم يشد الدار],1
[كذاابين هاتوا العدد صحيح تابعين للحكومة والحكومة بشتقتلكم بكرة أبيكم],1
[Il est entrain de nous annoncer des nouvelles et le gars à la misère avec son masque qui finit par l’enlever mais il porte des gants dont le besoin n’y est pas],1
[10 حالات جديدة غلق المساجد و فتح الحدود],1
[اللهم انهم اغلقوا ابواب الرحمة و فتحوا ابواب الشر اللهم انك عادل و حكيم],1
[شدو خربكم هموم],1
[Tekdhboo wallh 9oula barka 9adeh mordha f tounes 3aleh tekdhboo 3ala cha3b],1
[3alech mazeltou tejibou fi la3bed mel barra 3aleh ?],1
[C graave! 10 fi nhar we7ed 😮 lezem dawla tzidna fi taw9itl couvre feu 5ater ennes mestahtra w mouch 7assin b 5outouret l wadh3!],1
[لازم حالة وعي التوانسة الكل يلتزموا بيوتهم],1
[ياا رب ارفع عنا الوباء ياا الله],1
[يجب توعية الشباب المخاطر],1
[Foufa Mansour],1
[Lezem couvre-feu 24 h],1
[Souid Malek],1
[Laditi Taxi],1
[تكذبو عالشعب كانو يزيدو بال 2 وال 1 وتو قلتو 10 فرد مرة قولو برك قداه المصابين الجملي],1
[Messaoudi Sawssen],1
[كارثة والله ومازال الشي مادام العروسات لوجه الصباح],1
[ماشيين لثنية ايطاليا  تو تبداو تخسرو العباد العزاز عليكم تو وقتها تسد عليكم الخدم و الفلوس و الشيخة و الحواسة جهال],1
[والمريض الي عملش تحليل ويمشي الشارع؟؟],1
[Mohamed Zneidi],1
[سليمان قاسم باعلي وسعيد],1
[يارب رحمتك يارب العالمين و صلاة وسلام خير الانام رسول الله صلى الله وسلم],1
[استعدوا للكارثة خاطركم ناس مستهترين بارواحكم وبارواح غيركم],1
[افهموا عملوا 86 تحليل طلع منهم 10 عندهم الكورونا يعني كان يعملوا 100 تحليل يطلع منهم 100 حسبي الله ونعم الوكيل فيكم مسؤولين],1
[بهيم و بنزرت نسيتها],1
[Alláh nikomm y kafferha],1
[رب احمى تونس الوباء],1
[En effet la guérison virologique (déterminée par une PCR nasopharyngée négative) est constatée à J6 après linclusion chez ],1
[125 % des patients du groupe témoin],1
[571 % des patients du groupe chloroquine seule],1
[100 % des patients du groupe chloroquine-azithromycine],1
[بالله قبل تحلو جلغكم و تقولو حجر تجول نهار كامل خممو فالناس اذيكا الى تخرج تخدم و تلقط بالنهار مكانش ميلقاش منين ياكل يضهرلي مش مستغنين رواحهم اما ميلزك عالمر اما الى يتكلمو خبزهم مخبوز و زيتهم فالكوز الى مخزنينو هوما يكفى 5 عايلات فترة الحجر 😤😤😡😡],1
[شبيه مذيع ومسطك سيد نحي les gants استعمل مواد مطهرة انت قاعد تحمل الفيروس وتخبي],1
[Rabie Jawadi],1
[😂 😂 😂 زيدو احسبو و خذو احتياطاتكم 🤣🤣 أمريكا تكذب و جبورة تونس تصدق 😄 اخرجو دورو حوسو ارقصو بوسو بعضكم مش بش يصيرلكم كان الي كتبهولكم ربي #كورونا_كذبت_أفريل],1
[الدولة مازالت مسيطرة متخافوش مدام وصلناش للالف لول عادي ثلاثين والا خمسين عادي ولاد الشعب خليهم يضحوا 😢 حسيبكم ربي ساسة 😠],1
[39*10=390 hedha s7i7],1
[ربي يكون معانا],1
[ديما تكذبو],1
[Rabii yostornaa],1
[سترك ياارب],1
[ربي يبقي علينا الستر يارب],1
[يارب ، فى قلوبنا رجاء وفي يدك العطاء],1
[نتوسل اليك يارب اصرف عنا الوباء والبلاء“وقنا شر الداء ],1
[Hachoumi hachoumi la3bed mahich lina rabi 9ader khir],1
[اللهم اجرنا أمراض المستعصية امين يارب العالمين],1
[اللهم لطفك رب],1
[الرجوع لله عله يرحمنا],1
[Ya rabi koun m3ana],1
[رب العالمين استرتنا],1
[😢😢],1
[Bnzrat 9dech min hla],1
[Hekom 39 il 9olthom],1
[Marwa Ben Kaliaa],1
[Raby y9ader 5ir],1
[Wbizert lee hh],1
[😰😰],1
[يارب تلطف],1
[ya rabi m3ana],1
[Imene Chelly],1
[Ymm],1
[ماكذبكم ماخذبكم ماخذبكم 🤮🤮],1
[شعب مغربي يساند شعب تونسي شقيق],1
[لطف يارب],1
[ربي يلطف بينا رب],1
[Ched darek ya weldi],1
[Rabii m3ana],1
[Rabi y9ader el khir],1
[Ya latif oltef bina],1
[ربي يسترنا ويحمينا],1
[ربي يفرج علينا],1
[راب يوستر],1
[Nchallah raby m3ana 😭],1
[ربي يسترنا ويستر جميع المسلمين],1
[Rabi e9ader el 5er y rabi],1
[ربي يستر يارب],1
[Rania Bredai Souhir Zouari],1
[لطيف!],1
[Nouurr Yam],1
[Ïmen Nï],1
[Rabi yostorna w ya7fedhna ya rab],1
[Aah allah],1
[ربي الطف بينا😢😢],1
[لازم حظر كلي],1
[Kalthoum Sboui Ep Jabrane],1
[ربي يحفظنا ويلطف بينا],1
[Ya rabi lotfek],1
[يارب الطف],1
[Tneknaa],1
[Rabi i9der 5ir],1
[Y rabi m3ana 😢😢],1
[ربي احمينا],1
[Rabi tosterna],1
[اللهم ألطف بأمة سيدنا محمد أجمعين يارب العالمين],1
[lotef ya rabii],1
[حضر تجول 24/24],1
[ربي أنعمت فزد],1
[Rabbi manaa inchallah],1
[تكذب يازلاط],1
[KO Hhh],1
[لطيف ربي الطف بينا],1
[Ye Nass chedou dyarkom yehdikom],1
[Mestir w soussa🤔🤔],1
[الله يجيرنا],1
[Ya rabii oltoff binaa 😣😣],1
[37 fraj gatta3],1
[Mejri Yosra],1
[ياا رب رحمتك رب ارحمنا],1
[الله يرحمنا],1
[وسوسة؟؟],1
[صدقتك شوف الجماعة],1
[Rabi ygader l5ir],1
[Ou soussa msaken],1
[Il faut absolument un confinement total],1
[Rabi ikader el kirr],1
[ياربي أرحمنا],1
[مصيبة],1
[aman chedou diarkom],1
[أستغفر آلله],1
[Rabbi yehmikom],1
[Yesterkom],1
[Wissal Ch],1
[انشالله ربي يسترنا 💕💕],1
[Ya raby osterna💛],1
[Wbenzart],1
[Y rasoul elleh 39 😔😔 ya rabi terhamna (],1
[Yahdikom yar7em waldikom chadou dyarkom],1
[Rabii yoltef bina],1
[Ya rabi oltef bina],1
[يارب ارحمنا و الطف بينا يارب],1
[صارحوا الناس بالارقام الصحيحة ليدركوا حجم الخطورة],1
[Chbiha ma9alotich 3ala limra ili matet hier],1
[لازمك حجر تكحي],1
[93atou ken tkdhbou wtfalmou ana 3andi chkoun fi charnikol w9al raw fama akther mn akeka wraw mkhabin wt9oulouna akhdmou w3awnou hssibkom rabi],1
[Brabi tfakro Rabi WE abchiro el 5ir wyizi men haho sar 9ol ma yosibana Ila ma katana allahoo Lana],1
[Belehi eli yadhhkou nrml entouma !],1
[3amla veris ahmar zeda w dwefer twel w tko7 w jawha ahla jawel 10 cas jdod jew min dwefrek ye madame 😷😷 brabi 7otouha fil auto isolement hethiw mechya ejtima3 zeda😳],1
[ربي يقدر الخير ان شاء الله],1
[ووه ربي يقد ر الخير 🙏🙏],1
[اللهم سامع الدعاء أزح عنا البلاء],1
[صارحو الناس يهديكم عالاقل باش ياخذو الاحتياطات تاعهم],1
[ti enti makch taba9 fihom 9awe3ed 7efdh se7a 7ot idek aala fomek ye madame zid ko7 fi wjouh enness 😒😒],1
[و المتحدث حالة محلية مشتبه],1
[38بانسبة للبلدان الأخرى نفس الوقت متاعنا نجمو كان نقولو الحمدولله],1
[اللهم اشفي مرضان و ارحمنا واسترنا امين],1
[ولادي سكرو الحدود رانا تخذنا],1
[Tawa walléw izidou bil 10 !! Wa9t ma thebbou tzidou thnin wa9t ma thebbou tzidou 10 wou 20 !! Hassbiya allah wa ni3ma alwakil!!],1
[39حالة و واحدة شفيت تماما],1
[ولادي بش تنيكونا  شمعو البلاد],1
[Ya3tihom il sa7a houma m3ardhin rwe7om il 5tar ama nombre des cas mehouch hedheka donc chidou dyaarkom],1
[ياارب فاش يستناو؟؟],1
[تصنيف الوضع الوباءي الوضع الثاني],1
[Baker sehi dhati ey Haw fi balna],1
[طبق القانون],1
[قداش؟؟ 39 ?? والا انا منسمعش؟؟],1
[Chidou dyarkom aman wlh rahom ken mrodhna le yhimhom],1
[Allah la traba7kom 9atlo mazelna fil 7ala thania],1
